Title,Company,Location,URL,Job Description,Skills,Accessibility,Interview,Sentiment,NER
Full-stack Developer (Frontend Focus),Boostly,"Lehi, UT",https://www.linkedin.com/jobs/view/full-stack-developer-frontend-focus-at-boostly-4193618811?position=7&pageNum=10&refId=rrVLxKwm1H1IYwZ6J4iR3g%3D%3D&trackingId=FXaGcZagNU%2FkWO8142xyhQ%3D%3D,"Who We Are

We're gamifying marketing to create engaging interactions that build long-term consumer relationships and boost revenue for restaurants. Our platform serves thousands of restaurants and millions of consumers throughout the U.S. We're seeking engineers for the next stage in our hyper-growth journey: scaling from proven business model to unstoppable force.

The next 12 months of growth at Boostly will be intense and rewarding.\ \



We're building something remarkable. We have a shot to transform how restaurants earn your business and to introduce a new paradigm many more markets will seek to adopt.

We’ve proven our product’s value in the market. Now we’re scaling, refining, and raising the bar for our engineering team—shifting from “make it work” to “make it great.” This role offers the opportunity to shape our frontend architecture while mentoring team members and collaborating across functions to define and implement new features.

Our frontend architecture and user experience are critical to delivering engaging interactions that keep customers coming back. You'll lead frontend development initiatives, establishing patterns and practices that enable our team to build delightful, performant experiences.



You have deep expertise in React and modern JavaScript, with a track record of building consumer-facing web applications at scale. While React is your primary tool, you stay current with the broader frontend ecosystem and can evaluate new technologies pragmatically.

You're well-versed in frontend performance optimization and understand the architectural implications of different state management approaches. You're experienced with modern frontend build tools and testing frameworks, and you understand how to build scalable component systems for the long term.

You have a strong sense for user experience and consider how users will discover, understand, and interact with features. You think through user flows and edge cases, and collaborate with design to create intuitive interfaces.

Ideally, you've scaled applications through rapid growth before, but we're also excited about candidates who combine strong engineering fundamentals with an unstoppable drive to learn and grow.

You think in terms of customer problems, not just technical solutions. When given a business challenge, you can think from first principles to identify core issues and translate high-level objectives into concrete technical decisions. You're comfortable leading these decisions while collaborating with designers, product managers and backend teammates.

You see every teammate as someone you can learn from, someone who'll push you to grow and someone you can teach. You mentor at every opportunity, actively collaborate with peers, and humbly seek guidance from your team.

You're embracing AI and understand how to leverage it as a force multiplier.

We look forward to hearing from you

We’ll only make it as far as the best people can take us. If you’re a seasoned full-stack developer with a frontend focus who loves building scalable products—and you work best when given trust and ownership—we’d love to talk. Let’s build something extraordinary together.","['look', 'react', 'javascript']",[],[],"('Positive', 'Subjective')","[dict_items([('GPE', ['u.s.', '’s'])])]"
Web Developer,DataAnnotation,"Portland, Oregon Metropolitan Area",https://www.linkedin.com/jobs/view/web-developer-at-dataannotation-4127870712?position=8&pageNum=10&refId=rrVLxKwm1H1IYwZ6J4iR3g%3D%3D&trackingId=9LEDbwOngiia7IDYg9ZVZg%3D%3D,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule.

We are looking for a proficient Web Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.",[],"['train', 'remote work']",[],"('Positive', 'Subjective')",[dict_items([])]
Full-Stack Web Engineer,Zact,"Saratoga, CA",https://www.linkedin.com/jobs/view/full-stack-web-engineer-at-zact-4127165444?position=9&pageNum=10&refId=rrVLxKwm1H1IYwZ6J4iR3g%3D%3D&trackingId=TMZggW7Floxkzru2fvClhA%3D%3D,"We’re looking for a Full Stack Engineer to join our web team. You will work with members of your team to build features and scalable architecture for web applications and services within Zact. The technologies you are familiar with are less important to us than your ability to demonstrate practical experience of web application development, such as agile engineering methods backed by a deep understanding of software engineering best practices.",['less'],[],[],"('Positive', 'Subjective')",[dict_items([])]
"Software Engineer, Full-Stack",Loop,"San Francisco, CA",https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-loop-4068287701?position=10&pageNum=10&refId=rrVLxKwm1H1IYwZ6J4iR3g%3D%3D&trackingId=IPke7QqWc0qx5vDxVdbP5w%3D%3D,"About Loop

Loop is on a mission to streamline the movement of money between shippers, carriers, and brokers to unlock margin and increase liquidity in the supply chain.

Today, logistics payments are a big black box that unnecessarily drains thousands, if not millions, of dollars. Legacy services do not meet the market's needs. Transportation teams need a solution that unlocks insights from their complex datasets, rather than drowning them in manual workflows.

Loop harnesses AI expertise with deep logistics industry knowledge to deliver automated audits, streamlined resolutions, expedited payments, and most importantly actionable insights. All so that shippers and 3PLs can improve spend visibility, eliminate unnecessary costs, and optimize their transportation spend. Loop's customers see a 4% reduction in costs and an 80% boost in back-office productivity.

Loop is a customer-obsessed company that sees the complexity in the supply chain as an opportunity rather than a challenge. Our foundational AI capitalizes on the messiness in the system to maximize outcomes for our customers.

Investors include Founders Fund, 8VC, Susa Ventures, Flexport, and 50 industry-leading angel investors. Our team brings subject matter expertise and experience from companies like Uber, Google, Flexport, Meta, Samsara, Intuit, and Rakuten – as well as traditional logistics companies like CH Robinson.



As a full-stack engineer, you will work closely with founders and customers to understand and solve their logistics billing and payment pain points. You will help define the product and ship features that directly impact our customers. You will face and solve many complex technical challenges while you receive guidance and feedback from the team. You will shape the Loop DNA and define how we grow as a company.





















Why you should join Loop?",[],[],[],"('Neutral', 'Subjective')","[dict_items([('ORG', ['google'])])]"
Frontend Developer,Excalibur Works,United States,https://www.linkedin.com/jobs/view/frontend-developer-at-excalibur-works-4168608391?position=1&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=O5vHrcvrKklVXKjes09w2g%3D%3D,"Job Title: Front-End Engineer
Location: Remote
Industry: FinTech",[],[],[],"('Neutral', 'Objective')",[dict_items([])]
Full Stack Developer,Gymreapers,"Nampa, ID",https://www.linkedin.com/jobs/view/full-stack-developer-at-gymreapers-4191850563?position=2&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=rwv9BYXgQ%2BrrpMTJgW4Rvg%3D%3D,"Employment Status:Full-Time, Benefits Eligible

Location:On-Site at NEW Gymreapers’ HQ in Nampa, ID (20 mins outside Boise, ID)

Monday - Friday, 8 AM - 5 PM (flex according to business needs)

CEO



Gymreapers is seeking a highly skilled and motivated Full Stack Developer to join our growing team. In this role, you will be responsible for developing, testing, and maintaining both the front-end and back-end of our web applications, with a focus on Shopify and other web-based platforms to ensure seamless integration, functionality, and performance. You will work closely with other developers, designers, and product managers to build innovative solutions that improve our customer experience, optimize operations, and scale our business.



At Gymreapers, we make gear with a purpose and focus on material integrity. You get high-quality lifting gear that’s made to outlast cheap look-a-likes.

We’re reengineering people’s workouts and improving the support needed to lift better, longer, and stronger. Improve performance, relieve pain, and add stability to your workout program with premium lifting belts, knee sleeves, wrist wraps, and more.

With our mantra, ""NOTHING IS GIVEN,"" we embody a relentless pursuit of excellence, innovation, and community-building.



















Powered by JazzHR

5NX1MZik6N",['look'],[],[],"('Positive', 'Objective')",[dict_items([])]
Frontend Developer,Projectmates by Systemates Inc.,"Richardson, TX",https://www.linkedin.com/jobs/view/frontend-developer-at-projectmates-by-systemates-inc-4162628669?position=3&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=K8U7ukIQjGYRabtGrRTWlQ%3D%3D,"Frontend Developer
About Systemates Inc.
Our award-winning software, Projectmates, contains all of the functionality needed to unite and streamline complex construction project management processes. Put simply, Projectmates users are more efficient, more cost-effective, and better prepared for the changing construction landscape.",[],[],['project management'],"('Positive', 'Objective')",[dict_items([])]
Front End Developer (US - Remote),CoinFlip,"Chicago, IL",https://www.linkedin.com/jobs/view/front-end-developer-us-remote-at-coinflip-4090592437?position=4&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=eA53bOZpD5QRcLKHd4B7Fg%3D%3D,"CoinFlip is a global digital currency platform company focused on providing consumers with simple and secure access to buy and sell cryptocurrency. The company operates the world's largest network of cryptocurrency kiosks by transaction volume, with more than 5,500 kiosks across 49 U.S. states, Puerto Rico, Canada, Australia, New Zealand, South Africa, Italy, Panama, Brazil, Mexico, and Spain. CoinFlip’s digital currency kiosks make buying and selling major cryptocurrencies accessible for consumers who wish to purchase digital currency using cash.

CoinFlip also operates CoinFlip Preferred, a personalized over-the-counter service that provides investors with custom, white-glove support for their cryptocurrency transactions. In 2022, CoinFlip launched CoinFlip Ventures, an investment group offering coaching, funding, and networking support to early-stage crypto and web3 projects. We also offer the CoinFlip Crypto Wallet, a self-custodial cryptocurrency wallet available for iOS and Android devices.

CoinFlip was founded in 2015 by Daniel Polotsky, Kris Dayrit, Alan Gurevich, and Ben Weiss. Headquartered in Chicago, CoinFlip placed in the top 500 on the 2021, 2022, and 2023 Inc. 5000 list, and on the 2022 and 2023 Deloitte Technology Fast 500, was named the 2021 and 2022 #1 fastest-growing company in Chicago by Crain's, ranked in Chicago Tribune’s Top Workplaces in 2021 and 2022, and was awarded the 2021 and 2022 Stevie ® Awards for Customer Service. To learn more about CoinFlip and how to get started on your digital currency journey, visit www.CoinFlip.tech.

As a Front End Developer, you will be responsible for designing and implementing user interface components for JavaScript-based web and mobile applications using the React library. You will ensure these components and the overall application are robust and easy to maintain, meeting both technical and consumer needs.













Base Salary Range: $90,000-$100,000 USD

For all United States based opportunities, our comprehensive benefits package includes, for all full-time employees, competitive health, dental, and vision insurance plans through BlueCross BlueShield (employer subsidized), a generous retirement savings plan with company match up to 4%, performance based bonuses and paid time off.

Working at CoinFlip means collaborating with experienced and innovative leaders who share a clear vision and a track record of success. We offer a collaborative and positive working environment where we encourage employees to balance productivity with time to recharge.

CoinFlip values diversity in the workplace and is an equal opportunity employer committed to providing an inclusive and accessible work environment. We thank all candidates who apply, but only those selected for an interview will be contacted.

By applying to this role, you give express consent to CoinFlip to send you informational text (SMS) messages regarding this role and the application process. You can cancel the SMS service at any time by replying ""STOP"" to the text message you received. If at any time you forget what keywords are supported, just reply ""HELP."" Message and data rates apply. If you require a special accommodation, please let us know and we’ll work with you to meet your needs.","['express', 'react', 'javascript']","['coaching', 'collaborative']",[],"('Positive', 'Objective')","[dict_items([('GPE', ['u.s.', 'chicago', 'mexico', 'panama', 'all united states', 'italy', 'canada', 'south africa', 'new zealand', 'australia', 'spain', 'brazil'])])]"
React Web Developer,Rego Consulting,United States,https://www.linkedin.com/jobs/view/react-web-developer-at-rego-consulting-4181571465?position=5&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=dZ62YV7B%2FOMr4vPiBYw1ag%3D%3D,"Rego Consulting is hiring a React Web Developer to deliver an application for client usage. In this role, you will be a trailblazer developing a new tool for work management. A successful candidate must be able to analyze project needs and design creative and technically sound solutions while actively participating on the design and requirements gathering. You must possess a creative drive, technical proficiency, and a passion for creating user experiences that are optimized for improved usability, usefulness, and exceptional visual design.",['react'],[],[],"('Positive', 'Subjective')",[dict_items([])]
Front End Software Engineer,GoodParty.org,United States,https://www.linkedin.com/jobs/view/front-end-software-engineer-at-goodparty-org-4174512751?position=6&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=7BuQC3xHMmMYucj%2BTIlHlA%3D%3D,"GoodParty.org is seeking a talented Front End Developer to join our mission-driven team. In this role, you will play a crucial part in building intuitive, accessible, and AI-powered tools and our headless CMS-based website. You will develop seamless web experiences, ensuring candidates can run, win, and serve without the influence of partisan or big-money politics.



GoodParty.org is on a mission to make people matter more than money in our democracy by empowering independent candidates to run, win, and serve. Our AI-powered platform provides free tools to independent candidates to run their campaigns, connect with voters, and serve their communities effectively.

A majority of eligible voters, including more than half of Millennials and Gen Z, say that neither Republicans nor Democrats represent them. GoodParty.org is the solution. With 3,444 independent candidate wins across 48 states last year, these elected officials come from across the ideological spectrum. They prioritize people over parties and community over corporate interests. In 2024, 40.3 million voters (26% of all voters) cast a ballot for our candidates. We’re not a political party, we’re a platform and a movement.

Founded by serial entrepreneur Farhad Mohit ($1B+ in exits, including Flipagram/TikTok and Shopzilla), GoodParty.org is building solutions so we can have a truly representative democracy where society’s biggest problems are solved.

















The salary range is $110,000 to $150,000 for this remote, full-time position with excellent benefits. The top end of the range will extend to $200,000 for candidates who can demonstrate exceptional expertise as an AI-first, cutting-edge engineer. Title will also be commensurate with experience.

This range reflects the range of possible compensation for this role at the time of this posting. We may ultimately pay more or less than the posted range. An employee’s position within the salary range will be based on several factors including, but not limited to, relevant experience, skills, seniority, education, qualifications, certifications, and organizational needs. We reserve the right to modify this pay range at any time.



This is an exciting opportunity to join a growing organization dedicated to making people matter more than money in our democracy. If you are excited about GoodParty.org, we hope you'll apply!

Stay connected with our mission by signing up at GoodParty.org. If you know anyone else who may be interested, please share this job posting – thanks!",['less'],[],[],"('Positive', 'Objective')","[dict_items([('ORG', ['cms'])])]"
Software Engineer (Front-End),Octaura,"New York, NY",https://www.linkedin.com/jobs/view/software-engineer-front-end-at-octaura-4133675974?position=7&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=WcEoWbiQtGOBkXafoX%2BPuQ%3D%3D,"It's time to transform markets

Existing workflows within syndicated loan and CLO markets are painful for clients: they are outdated, overcomplicated, and time-consuming. It's time for a change.

Octaura is reimagining the way these markets trade, with efficiency, transparency and simplicity at the heart of what we do. We bring trading capabilities, data and analytics together for the first time on a digitized platform–fundamentally transforming the markets and streamlining workflows like never before.



It's essential that Octaurians are confident in knowing they have the space to use their voice and talents. The world is diverse and we actively want our team to reflect this. We're a values-driven company and by engaging, solving and evolving together, we create a culture that is collaborative, transparent, impactful and innovative. And fun!



Octaura is building out our tech team and we're looking for Software Development Engineers interested in building high performance, next generation technology that will revolutionize the loans industry. This is an environment for those seeking to drive innovation and get charged up working with top engineering talent. We are looking for results-oriented developers who thrive in a fast-paced, collaborative environment, and enjoy solving challenging and complex customer problems.

This is an exciting time for Octaura as we are rapidly growing and are looking for energetic, collaborative and driven thinkers to join us! Please note this role is based out of our NYC office and our current structure is 4 days in the office (Monday-Thursday), 1 day from home (Friday).









The base pay range for this position in New York is $130,000 - $180,000 annually. Pay may vary depending on job-related knowledge, skills, and experience. Equity and year-end bonus may be provided as part of the compensation package, in addition to a full range of medical, financial, and other benefits, dependent on the position offered. Applicants should apply via Octaura's internal or external careers site.



At Octaura, our people are our most valuable asset, and we are pleased to offer the following benefits to all full-time employees:





Octaura is committed to a diverse and inclusive workplace. We are an equal opportunity employer and do not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",[],"['veteran', 'collaborative']",[],"('Positive', 'Objective')","[dict_items([('GPE', ['new york']), ('ORG', ['octaura'])])]"
Junior Full Stack Developer,Addison Group,"McLean, VA",https://www.linkedin.com/jobs/view/junior-full-stack-developer-at-addison-group-4183196958?position=8&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=gFpyVwtkdHWUu7k2yCGm3g%3D%3D,"Job Title: Junior Full Stack Developer

Location: DC, Maryland, or Virginia

Employment Type: 85-95k/year



We are seeking a motivated Junior Full Stack Developer to join our dynamic team. In this role, you will be responsible for developing and maintaining web applications using Angular and Java, building and integrating RESTful APIs, and collaborating in an Agile development environment. You will work across the full software development lifecycle, leveraging DevOps toolchains to ensure smooth deployment and continuous integration.



















IND 005-009","['angular', 'java']",[],[],"('Positive', 'Subjective')","[dict_items([('GPE', ['maryland', 'virginia'])])]"
Junior Web Developer - #002360,Western Carolina University Division of Educational Outreach,"Cullowhee, NC",https://www.linkedin.com/jobs/view/junior-web-developer-%23002360-at-western-carolina-university-division-of-educational-outreach-4199304537?position=9&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=HkHcGtwCzPgt0fxSVUudig%3D%3D,"Posting Number EHRA948P Quick Link for Internal Postings https://jobs.wcu.edu/postings/30511 Classification Title IT Web Designer/Developer I Working Title Junior Web Developer - #002360 Department Marketing Anticipated Hiring Range $53,616 About WCU

Western Carolina University continues to rank high on Forbes ‘Best Employers’ lists each year. Including:



Western Carolina University is the UNC system’s westernmost campus and has been consistently ranked as one of the top 15 public regional institutions in the South.

Employees of WCU are provided a comprehensive benefits package as well as other resources, policies and programs to ensure a happy and healthy work/life balance. Benefit eligible employees have access to dental, vision and health insurance plans – eligibility begins on the first of the month following date of hire. Retirement plan contributions begin on the eligibility date following election and include employer contributions for either a defined contribution or a defined benefit plan. Optional disability plans are also available.

Eligible employees have access to tuition waivers for up to three courses per academic year; employee may enroll at any of the constituent UNC System campuses. Also offered are free group exercise classes multiple times per week, a discounted membership to the campus recreation center, free vaccine and booster shots offered on campus, pretax flexible spending accounts, 12 paid holidays and 24 hours of paid community service leave each year. Leave earning employees (staff and 12-month faculty) who work at least half of the working days of their first month of employment will begin accruing vacation and sick leave immediately. Paid parental leave after 12 months of continuous service.

WCU offers an abundance of training and development programs, certifications, workshops and conferences – many of which are offered free of charge.

Position Summary

This position is exempt from the State of NC Human Resources Act (EHRA).

Western Carolina University is looking for a creative and enthusiastic Junior Web Developer to join our University Marketing and Communications web team. If you have a passion for web development and enjoy working with clients to enhance their digital presence, this role is perfect for you.





:



Minimum Qualifications



Preferred Qualifications

In addition to the above-stated minimum qualifications, management has a preference for those candidates who have experience with responsive and mobile-first web design, knowledge of web accessibility standards (WCAG), and familiarity with version control systems such as Git.

Position Type Permanent Full-Time Number of Hours Per Week Number of Months Per Year 12About WCU

Western Carolina University continues to rank high on Forbes ‘Best Employers’ lists each year. Including:



Western Carolina University is the UNC system’s westernmost campus and has been consistently ranked as one of the top 15 public regional institutions in the South.

Employees of WCU are provided a comprehensive benefits package as well as other resources, policies and programs to ensure a happy and healthy work/life balance. Benefit eligible employees have access to dental, vision and health insurance plans – eligibility begins on the first of the month following date of hire. Retirement plan contributions begin on the eligibility date following election and include employer contributions for either a defined contribution or a defined benefit plan. Optional disability plans are also available.

Eligible employees have access to tuition waivers for up to three courses per academic year; employee may enroll at any of the constituent UNC System campuses. Also offered are free group exercise classes multiple times per week, a discounted membership to the campus recreation center, free vaccine and booster shots offered on campus, pretax flexible spending accounts, 12 paid holidays and 24 hours of paid community service leave each year. Leave earning employees (staff and 12-month faculty) who work at least half of the working days of their first month of employment will begin accruing vacation and sick leave immediately. Paid parental leave after 12 months of continuous service.

WCU offers an abundance of training and development programs, certifications, workshops and conferences – many of which are offered free of charge.

Position Summary

This position is exempt from the State of NC Human Resources Act (EHRA).

Western Carolina University is looking for a creative and enthusiastic Junior Web Developer to join our University Marketing and Communications web team. If you have a passion for web development and enjoy working with clients to enhance their digital presence, this role is perfect for you.

:



Minimum Qualifications



Preferred Qualifications

In addition to the above-stated minimum qualifications, management has a preference for those candidates who have experience with responsive and mobile-first web design, knowledge of web accessibility standards (WCAG), and familiarity with version control systems such as Git.

Position Type Permanent Full-TimeNumber of Hours Per WeekNumber of Months Per Year 12Open Date 03/31/2025 Close Date Open Until Filled Yes Special Instructions to Applicants

Review of applications will begin immediately and will continue until a candidate has been identified for hire.

To be considered, you must apply online. Please include a cover letter, current resume, portfolio of work, and a list of three professional references with their complete contact information in order to complete the application process.

For more information please contact Paul Garner at pgarner@email.wcu.edu

Background/E-Verify

Final candidates are subject to criminal & sex offender background checks. Some vacancies also require credit or motor vehicle checks.

Western Carolina University uses E-Verify to confirm employment eligibility of all newly hired employees. To learn more about E-Verify, including your rights and responsibilities, please visit . Proper documentation of identity and employability are required at the time of employment.

Credential Verification

All new employees are required to have listed credentials/degrees verified within 30 days of employment. All new employees who will be teaching are required to provide official transcripts within 30 days of employment. Transcripts should be provided for the highest earned degree and/or the degree which is being used to satisfy credential/qualification requirements.

EOE

Western Carolina University is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race; color; ethnicity; religion; sex; pregnancy; sexual orientation; gender identity or expression; national origin; age; disability; genetic information; political affiliation; National Guard or veteran status, consistent with applicable federal, state and local laws, regulations, and policies, and the policies of The University of North Carolina. Persons with disabilities requiring accommodations in the application and interview process please call (828) 227-7218 or email at jobs@email.wcu.edu.

University Safety

The Western Carolina University Annual Safety Report is available online at or in hard-copy by request at the office of the Vice Chancellor for Student Affairs, 227 HFR Administration Building, Cullowhee, NC 28723 (828-227-7147) or the Office of University Police, 111 Camp Annex, Cullowhee, NC 28723 (828-227-7301). The report, required of all universities participating in Title IV student financial aid programs, discusses crime statistics, procedures for reporting suspicious or criminal activity, security, police authority, crime prevention strategies, university policies on substance abuse and sexual offenses, workplace violence and fire safety.

EOE

Western Carolina University is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race; color; ethnicity; religion; sex; pregnancy; sexual orientation; gender identity or expression; national origin; age; disability; genetic information; political affiliation; National Guard or veteran status, consistent with applicable federal, state and local laws, regulations, and policies, and the policies of The University of North Carolina. Persons with disabilities requiring accommodations in the application and interview process please call (828) 227-7218 or email at jobs@email.wcu.edu.

University Safety

The Western Carolina University Annual Safety Report is available online at or in hard-copy by request at the office of the Vice Chancellor for Student Affairs, 227 HFR Administration Building, Cullowhee, NC 28723 (828-227-7147) or the Office of University Police, 111 Camp Annex, Cullowhee, NC 28723 (828-227-7301). The report, required of all universities participating in Title IV student financial aid programs, discusses crime statistics, procedures for reporting suspicious or criminal activity, security, police authority, crime prevention strategies, university policies on substance abuse and sexual offenses, workplace violence and fire safety.","['https', 'git']","['training and development', 'veteran', 'enthusiastic', 'junior web developer']",['portfolio'],"('Positive', 'Objective')","[dict_items([('ORG', ['the university of north carolina', 'western carolina university', 'wcu\n\nwestern carolina university']), ('LOC', ['jobs@email.wcu.edu'])])]"
Frontend Developer,InterEx Group,United States,https://www.linkedin.com/jobs/view/frontend-developer-at-interex-group-4196286307?position=10&pageNum=12&refId=5v%2FpNKIQVdQn%2BAb4UTXCQw%3D%3D&trackingId=byD1La9T3bL9nz0nzCmX0w%3D%3D,"A rapidly growing manufacturing company is seeking a skilled Front-End Developer to join their dynamic team. They value a collaborative environment and are committed to delivering top-tier digital experiences. In this role, you will play a crucial part in developing and maintaining their web applications. You will work closely with their design and back-end teams to deliver high-quality, scalable, and user-friendly interfaces. This is a remote position, allowing you to work from anywhere while contributing to their fast-paced and innovative environment",[],"['collaborative', 'remote position', 'work from anywhere']",[],"('Positive', 'Objective')",[dict_items([])]
Front End Software Engineer - Apps & Collaboration,Snowflake,"Menlo Park, CA",https://www.linkedin.com/jobs/view/front-end-software-engineer-apps-collaboration-at-snowflake-4192504060?position=1&pageNum=15&refId=uNBDzXwtTv2%2B%2B7YxvC3PJw%3D%3D&trackingId=6EP%2FCp%2F47bpMwNhrp2p7pw%3D%3D,"Build the future of the AI Data Cloud. Join the Snowflake team.

We’re at the forefront of the data revolution, committed to building the world’s greatest data and applications platform. Snowflake started with a clear vision: develop a cloud data platform that is effective, affordable, and accessible to all data users. Data Cloud allows sharing live data in governed and secure ways so our customers can solve their business problems.

The Apps & Collaboration team in San Mateo is looking for talented full stack engineers to help us continue to grow and build compelling UI experiences using a best-of-breed tech stack (React/Hooks, Typescript, Kubernetes, Java). Our full stack engineers go all the way to the Java layer to make API changes. 80% of the time you will be working on React/JavaaScript and rest in Java. Bring your passion for delighting customers and deep experience building cutting edge web apps and help us build the future of the Data Cloud.













Snowflake is growing fast, and we’re scaling our team to help enable and accelerate our growth. We are looking for people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Snowflake.

How do you want to make your impact?

For jobs located in the United States, please visit the job posting on the Snowflake Careers Site for salary and benefits information: careers.snowflake.com

The following represents the expected range of compensation for this role:




The successful candidate’s starting salary will be determined based on permissible, non-discriminatory factors such as skills, experience, and geographic location. This role is also eligible for a competitive benefits package that includes: medical, dental, vision, life, and disability insurance; 401(k) retirement plan; flexible spending & health savings account; at least 12 paid holidays; paid time off; parental leave; employee assistance program; and other company benefits.","['kubernetes', 'go', 'java', 'rest', 'react', 'snowflake', 'typescript']",[],['collaboration'],"('Positive', 'Objective')","[dict_items([('GPE', ['the united states', 'san mateo'])])]"
Remote Full Stack Developer,FreeUp,"St. Petersburg, FL",https://www.linkedin.com/jobs/view/remote-full-stack-developer-at-freeup-4119878320?position=2&pageNum=15&refId=uNBDzXwtTv2%2B%2B7YxvC3PJw%3D%3D&trackingId=hkJ%2Fnr%2FwxlIiXT9HMlKSMA%3D%3D,"Freelance as a Full Stack Developer and Work from Home With FreeUp

Hi! We're FreeUp!

FreeUp is a freelance marketplace dedicated to connecting business owners with talented freelancers and remote workers from all over the world.

We believe that freelancing is the future of business, and we're building the best community for freelancers possible.

Want to learn more about FreeUp? Check out our website here, our Glassdoor reviews here, or read this feature in the LA Times about how we're freelance platform everyone wants to be part of.









How to Apply to Be a FreeUp Freelancer",[],['work from home'],[],"('Positive', 'Objective')",[dict_items([])]
"Software Engineer - Fullstack, Charlotte",Microsoft,"Charlotte, NC",https://www.linkedin.com/jobs/view/software-engineer-fullstack-charlotte-at-microsoft-4195323803?position=3&pageNum=15&refId=uNBDzXwtTv2%2B%2B7YxvC3PJw%3D%3D&trackingId=Pc59LAwQINYNlcGThpY73Q%3D%3D,"Come build community, explore your passions and do your best work at Microsoft. This opportunity will allow you to bring your aspirations, talent, potential - and excitement for the journey ahead.

We’re a company of learn-it-alls rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.

As a Software Engineer you will develop software, tools and code to be used in support of design, infrastructure, and technology platforms as well as commercial or end-user applications. This opportunity will allow you to create and implement extensible and maintainable code for a product, service, or feature. You will partner with stakeholders to determine user requirements for a feature and consider a variety of feedback channels to incorporate insights into future designs or solution fixes. You will collaborate with others to create a clear and articulated plan for testing, assuring quality of solutions, while applying knowledge of debugging tools, logs, telemetry, and other methods to proactively flag issues. This opportunity will allow you to learn about customer scaling requirements and the application of best practices for meeting scaling needs and performance expectations, while ensuring the correct processes are followed to achieve a high degree of security, privacy, safety, and accessibility.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.









Required Qualifications





Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $81,900 - $160,200 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $105,600 - $174,600 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay.

Microsoft will accept applications for these roles until April 17, 2025.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",['https'],['veteran'],"['growth mindset', 'debugging']","('Positive', 'Objective')","[dict_items([('ORG', ['microsoft']), ('GPE', ['new york city', 'u.s.']), ('LOC', ['san francisco bay'])])]"
